model,beta,bias,alpha,weights,num_manipulated,num_improved,improvement_rate
Optimal Linear classifier (f*),3.0,0.732092559337616,"[1.0, 1.0, 1.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1849,490,0.2650081124932396
Strategic (f*_s),3.0,-1.7877877950668335,"[1.0, 1.0, 1.0]","[0.4789182245731354, 0.27825725078582764, 0.8245140314102173]",4209,150,0.03563791874554526
Strat-Imp-Aware (f*_imp),3.0,0.6402279734611511,"[1.0, 1.0, 1.0]","[0.09575258195400238, 0.03509846329689026, 0.19229169189929962]",40,9,0.225
Optimal Linear classifier (f*),3.0,0.732092559337616,"[1.0, 1.0, 1.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1849,490,0.2650081124932396
Strategic (f*_s),3.0,-1.7877877950668335,"[1.0, 1.0, 1.0]","[0.4789182245731354, 0.27825725078582764, 0.8245140314102173]",4209,150,0.03563791874554526
Strat-Imp-Aware (f*_imp),3.0,0.6402279734611511,"[1.0, 1.0, 1.0]","[0.09575258195400238, 0.03509846329689026, 0.19229169189929962]",40,9,0.225
Optimal Linear classifier (f*),5.0,0.732092559337616,"[1.0, 1.0, 1.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1856,497,0.2677801724137931
Strategic (f*_s),5.0,-2.2645199298858643,"[1.0, 1.0, 1.0]","[0.5390514135360718, 0.3283609449863434, 0.5899375677108765]",4704,203,0.043154761904761904
Strat-Imp-Aware (f*_imp),5.0,0.4583393335342407,"[1.0, 1.0, 1.0]","[0.06379228830337524, 0.02024204097688198, 0.1438252180814743]",36,9,0.25
Optimal Linear classifier (f*),1.0,0.732092559337616,"[1.0, 1.0, 1.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1258,222,0.17647058823529413
Strategic (f*_s),1.0,-0.4148305058479309,"[1.0, 1.0, 1.0]","[0.4287605285644531, 0.21683399379253387, 1.1697604656219482]",1949,97,0.049769112365315546
Strat-Imp-Aware (f*_imp),1.0,1.1268340349197388,"[1.0, 1.0, 1.0]","[0.1756400614976883, 0.06705841422080994, 0.3792645335197449]",73,14,0.1917808219178082
Optimal Linear classifier (f*),1.0,0.7596971392631531,"[1.0, 1.0, 1.0]","[0.42519330978393555, 0.21331341564655304, 1.1810773611068726]",1247,233,0.1868484362469928
Strategic (f*_s),1.0,-0.4166163504123688,"[1.0, 1.0, 1.0]","[0.4419361352920532, 0.1887771189212799, 1.1990346908569336]",1970,105,0.0532994923857868
Strat-Imp-Aware (f*_imp),1.0,1.1241499185562134,"[1.0, 1.0, 1.0]","[0.21570755541324615, 0.0755465030670166, 0.408304363489151]",124,39,0.31451612903225806
Optimal Linear classifier (f*),1.0,0.7596971392631531,"[1.0, 0.10000000149011612, 1.0]","[0.42519330978393555, 0.21331341564655304, 1.1810773611068726]",1685,417,0.24747774480712167
Strategic (f*_s),1.0,-0.4455256760120392,"[1.0, 0.10000000149011612, 1.0]","[0.4414437413215637, 0.12241648882627487, 1.229955792427063]",2036,107,0.05255402750491159
Strat-Imp-Aware (f*_imp),1.0,0.3796432912349701,"[1.0, 0.10000000149011612, 1.0]","[0.08188784867525101, 0.08660285919904709, 0.16873906552791595]",411,124,0.30170316301703165
Optimal Linear classifier (f*),1.0,0.7596971392631531,"[1.0, 0.10000000149011612, 0.10000000149011612]","[0.42519330978393555, 0.21331341564655304, 1.1810773611068726]",1822,495,0.2716794731064764
Strategic (f*_s),1.0,-2.4375147819519043,"[1.0, 0.10000000149011612, 0.10000000149011612]","[0.6851422786712646, 0.27623504400253296, 0.2886745035648346]",4388,185,0.042160437556973566
Strat-Imp-Aware (f*_imp),1.0,-0.05390071123838425,"[1.0, 0.10000000149011612, 0.10000000149011612]","[0.0025575936306267977, 0.000442036718595773, 0.13377612829208374]",4036,618,0.1531219028741328
Optimal Linear classifier (f*),1.0,0.7596971392631531,"[10.0, 10.0, 10.0]","[0.42519330978393555, 0.21331341564655304, 1.1810773611068726]",164,17,0.10365853658536585
Strategic (f*_s),1.0,0.657140851020813,"[10.0, 10.0, 10.0]","[0.44024893641471863, 0.18932561576366425, 1.1879510879516602]",170,15,0.08823529411764706
Strat-Imp-Aware (f*_imp),1.0,1.8973147869110107,"[10.0, 10.0, 10.0]","[0.41396692395210266, 0.1639290153980255, 0.7621074318885803]",33,9,0.2727272727272727
Optimal Linear classifier (f*),1.0,0.7596971392631531,"[10.0, 100.0, 10.0]","[0.42519330978393555, 0.21331341564655304, 1.1810773611068726]",164,17,0.10365853658536585
Strategic (f*_s),1.0,0.657140851020813,"[10.0, 100.0, 10.0]","[0.44024893641471863, 0.18932561576366425, 1.1879510879516602]",170,15,0.08823529411764706
Strat-Imp-Aware (f*_imp),1.0,1.8987241983413696,"[10.0, 100.0, 10.0]","[0.41354167461395264, 0.16370728611946106, 0.7627176642417908]",32,9,0.28125
Optimal Linear classifier (f*),1.0,0.7596971392631531,"[20.0, 20.0, 20.0]","[0.42519330978393555, 0.21331341564655304, 1.1810773611068726]",88,10,0.11363636363636363
Strategic (f*_s),1.0,0.7161371111869812,"[20.0, 20.0, 20.0]","[0.43997955322265625, 0.1891249120235443, 1.1867504119873047]",77,7,0.09090909090909091
Strat-Imp-Aware (f*_imp),1.0,1.9250102043151855,"[20.0, 20.0, 20.0]","[0.41228920221328735, 0.16488857567310333, 0.7562913298606873]",19,5,0.2631578947368421
Optimal Linear classifier (f*),1.0,0.7596971392631531,"[30.0, 30.0, 30.0]","[0.42519330978393555, 0.21331341564655304, 1.1810773611068726]",60,5,0.08333333333333333
Strategic (f*_s),1.0,0.7362616658210754,"[30.0, 30.0, 30.0]","[0.43977484107017517, 0.18879103660583496, 1.1862995624542236]",54,2,0.037037037037037035
Strat-Imp-Aware (f*_imp),1.0,1.9350422620773315,"[30.0, 30.0, 30.0]","[0.4122878313064575, 0.16443774104118347, 0.7542288899421692]",16,5,0.3125
Optimal Linear classifier (f*),1.0,0.7596971392631531,"[50.0, 50.0, 50.0]","[0.42519330978393555, 0.21331341564655304, 1.1810773611068726]",40,4,0.1
Strategic (f*_s),1.0,0.7516987323760986,"[50.0, 50.0, 50.0]","[0.44013816118240356, 0.18906664848327637, 1.1862986087799072]",32,1,0.03125
Strat-Imp-Aware (f*_imp),1.0,1.9417051076889038,"[50.0, 50.0, 50.0]","[0.41326040029525757, 0.16404584050178528, 0.7522096037864685]",11,3,0.2727272727272727
Optimal Linear classifier (f*),1.0,0.7519420385360718,"[50.0, 50.0, 50.0]","[0.43861106038093567, 0.18304570019245148, 1.1859605312347412]",27,2,0.07407407407407407
Strategic (f*_s),1.0,0.722870409488678,"[50.0, 50.0, 50.0]","[0.4517052173614502, 0.20905663073062897, 1.1762020587921143]",34,1,0.029411764705882353
Strat-Imp-Aware (f*_imp),1.0,2.039428472518921,"[50.0, 50.0, 50.0]","[0.4499298632144928, 0.18848881125450134, 0.8057200312614441]",7,2,0.2857142857142857
Optimal Linear classifier (f*),1.0,0.7578355073928833,"[50.0, 50.0, 50.0]","[0.4428293704986572, 0.18727581202983856, 1.1857292652130127]",27,0,0.0
Strategic (f*_s),1.0,0.7250528335571289,"[50.0, 50.0, 50.0]","[0.42827460169792175, 0.1924366056919098, 1.181937336921692]",33,3,0.09090909090909091
Strat-Imp-Aware (f*_imp),1.0,2.0253982543945312,"[50.0, 50.0, 50.0]","[0.4136306345462799, 0.16009008884429932, 0.8003520965576172]",5,3,0.6
Optimal Linear classifier (f*),1.0,0.732092559337616,"[50.0, 50.0, 50.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",33,3,0.09090909090909091
Strategic (f*_s),1.0,0.7331533432006836,"[50.0, 50.0, 50.0]","[0.42551249265670776, 0.2133704274892807, 1.178005337715149]",30,4,0.13333333333333333
Strat-Imp-Aware (f*_imp),1.0,1.6432870626449585,"[50.0, 50.0, 50.0]","[0.27472713589668274, 0.10154654830694199, 0.5107110142707825]",0,0,0
Optimal Linear classifier (f*),1.0,0.732092559337616,"[30.0, 30.0, 30.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",52,3,0.057692307692307696
Strategic (f*_s),1.0,0.7179161906242371,"[30.0, 30.0, 30.0]","[0.42532068490982056, 0.2136029303073883, 1.17776358127594]",52,5,0.09615384615384616
Strat-Imp-Aware (f*_imp),1.0,1.6410706043243408,"[30.0, 30.0, 30.0]","[0.2764826714992523, 0.10197091102600098, 0.5138587355613708]",2,0,0.0
Optimal Linear classifier (f*),1.0,0.732092559337616,"[10.0, 10.0, 10.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",164,14,0.08536585365853659
Strategic (f*_s),1.0,0.6400120854377747,"[10.0, 10.0, 10.0]","[0.4254501461982727, 0.21410638093948364, 1.1791460514068604]",171,19,0.1111111111111111
Strat-Imp-Aware (f*_imp),1.0,1.6251630783081055,"[10.0, 10.0, 10.0]","[0.28144389390945435, 0.10555318742990494, 0.5276952981948853]",18,2,0.1111111111111111
Optimal Linear classifier (f*),1.0,0.732092559337616,"[25.0, 25.0, 25.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",62,5,0.08064516129032258
Strategic (f*_s),1.0,0.7103329300880432,"[25.0, 25.0, 25.0]","[0.4258190393447876, 0.21338523924350739, 1.1781182289123535]",64,9,0.140625
Strat-Imp-Aware (f*_imp),1.0,1.6405887603759766,"[25.0, 25.0, 25.0]","[0.2774672210216522, 0.10250771790742874, 0.5155507326126099]",9,0,0.0
Optimal Linear classifier (f*),1.0,0.732092559337616,"[1.0, 1.0, 1.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1258,222,0.17647058823529413
Strategic (f*_s),1.0,-0.4148305058479309,"[1.0, 1.0, 1.0]","[0.4287605285644531, 0.21683399379253387, 1.1697604656219482]",1949,97,0.049769112365315546
Strat-Imp-Aware (f*_imp),1.0,1.1268340349197388,"[1.0, 1.0, 1.0]","[0.1756400614976883, 0.06705841422080994, 0.3792645335197449]",73,14,0.1917808219178082
Optimal Linear classifier (f*),1.0,0.732092559337616,"[10.0, 10.0, 10.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",164,14,0.08536585365853659
Strategic (f*_s),1.0,0.6400120854377747,"[10.0, 10.0, 10.0]","[0.4254501461982727, 0.21410638093948364, 1.1791460514068604]",171,19,0.1111111111111111
Strat-Imp-Aware (f*_imp),1.0,1.6251630783081055,"[10.0, 10.0, 10.0]","[0.28144389390945435, 0.10555318742990494, 0.5276952981948853]",18,2,0.1111111111111111
Optimal Linear classifier (f*),10,0.732092559337616,"[10.0, 10.0, 10.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1258,222,0.17647058823529413
Strategic (f*_s),10,-0.4148305058479309,"[10.0, 10.0, 10.0]","[0.4287605285644531, 0.21683399379253387, 1.1697604656219482]",1949,97,0.049769112365315546
Strat-Imp-Aware (f*_imp),10,1.1268340349197388,"[10.0, 10.0, 10.0]","[0.1756400614976883, 0.06705841422080994, 0.3792645335197449]",73,14,0.1917808219178082
Optimal Linear classifier (f*),0.01,0.732092559337616,"[0.10000000149011612, 0.10000000149011612, 0.10000000149011612]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",164,14,0.08536585365853659
Strategic (f*_s),0.01,0.6400120854377747,"[0.10000000149011612, 0.10000000149011612, 0.10000000149011612]","[0.4254501461982727, 0.21410638093948364, 1.17914617061615]",171,19,0.1111111111111111
Strat-Imp-Aware (f*_imp),0.01,1.6251630783081055,"[0.10000000149011612, 0.10000000149011612, 0.10000000149011612]","[0.28144389390945435, 0.10555318742990494, 0.5276952981948853]",18,2,0.1111111111111111
Optimal Linear classifier (f*),0.01,0.732092559337616,"[0.009999999776482582, 0.009999999776482582, 0.009999999776482582]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1258,222,0.17647058823529413
Strategic (f*_s),0.01,-0.4148305058479309,"[0.009999999776482582, 0.009999999776482582, 0.009999999776482582]","[0.4287605881690979, 0.21683399379253387, 1.169761300086975]",1949,97,0.049769112365315546
Strat-Imp-Aware (f*_imp),0.01,1.1268340349197388,"[0.009999999776482582, 0.009999999776482582, 0.009999999776482582]","[0.1756400614976883, 0.0670577809214592, 0.3792645037174225]",73,14,0.1917808219178082
Optimal Linear classifier (f*),0.01,0.732092559337616,"[0.009999999776482582, 0.009999999776482582, 0.009999999776482582]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1258,222,0.17647058823529413
Strategic (f*_s),0.01,-0.4061540961265564,"[0.009999999776482582, 0.009999999776482582, 0.009999999776482582]","[0.44620782136917114, 0.16652745008468628, 1.1864007711410522]",1979,105,0.05305709954522486
Strat-Imp-Aware (f*_imp),0.01,1.1621524095535278,"[0.009999999776482582, 0.009999999776482582, 0.009999999776482582]","[0.24917587637901306, 0.09360135346651077, 0.5033544898033142]",205,74,0.36097560975609755
Optimal Linear classifier (f*),3,0.732092559337616,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1856,497,0.2677801724137931
Strategic (f*_s),3,-2.521069288253784,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3396967947483063, 0.3546857237815857, 0.3430086076259613]",5155,280,0.05431619786614937
Strat-Imp-Aware (f*_imp),3,0.2972841262817383,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.044901128858327866, 0.013758641667664051, 0.08977513015270233]",38,9,0.23684210526315788
Optimal Linear classifier (f*),300,0.732092559337616,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1856,497,0.2677801724137931
Strategic (f*_s),300,0.3922272324562073,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-43.806190490722656, 5.780683517456055, -38.64850997924805]",3247,67,0.020634431783184477
Strat-Imp-Aware (f*_imp),300,0.4765802323818207,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[10.262734413146973, -18.02688217163086, -56.17484664916992]",3133,77,0.024577082668368975
Optimal Linear classifier (f*),300,0.732092559337616,"[100.0, 100.0, 100.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1849,490,0.2650081124932396
Strategic (f*_s),300,-1.7877877950668335,"[100.0, 100.0, 100.0]","[0.4789182245731354, 0.27825725078582764, 0.8245140314102173]",4209,150,0.03563791874554526
Strat-Imp-Aware (f*_imp),300,0.6402279734611511,"[100.0, 100.0, 100.0]","[0.09575258195400238, 0.03509846329689026, 0.19229169189929962]",40,9,0.225
Optimal Linear classifier (f*),300,1.6805167198181152,"[100.0, 100.0, 100.0]","[0.002143238438293338, -0.05843689665198326, -0.05286157503724098]",0,0,0
Strategic (f*_s),300,0.9517921209335327,"[100.0, 100.0, 100.0]","[1.1474354267120361, -0.32432296872138977, 0.007976329885423183]",1190,196,0.16470588235294117
Strat-Imp-Aware (f*_imp),300,1.0067747831344604,"[100.0, 100.0, 100.0]","[0.03965690732002258, 0.029657967388629913, 0.08732601255178452]",0,0,0
Optimal Linear classifier (f*),300,-1.6671316623687744,"[100.0, 100.0, 100.0]","[0.3773915767669678, 0.13537277281284332, 0.7856014966964722]",4457,167,0.03746914965223244
Strategic (f*_s),300,-1.9110263586044312,"[100.0, 100.0, 100.0]","[-0.03648219257593155, -0.11969738453626633, -0.1115809828042984]",0,0,0
Strat-Imp-Aware (f*_imp),300,0.614346444606781,"[100.0, 100.0, 100.0]","[0.10573893785476685, 0.04229171201586723, 0.23016968369483948]",125,30,0.24
Optimal Linear classifier (f*),1.0,-1.6671316623687744,"[1.0, 1.0, 1.0]","[0.3773915767669678, 0.13537277281284332, 0.7856014966964722]",979,9,0.009193054136874362
Strategic (f*_s),1.0,-1.9693248271942139,"[1.0, 1.0, 1.0]","[0.21481257677078247, 0.17030107975006104, 0.21453531086444855]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.3320661783218384,"[1.0, 1.0, 1.0]","[0.31341907382011414, 0.13925129175186157, 0.7046276926994324]",364,117,0.32142857142857145
Optimal Linear classifier (f*),1.0,-1.6671316623687744,"[1.0, 1.0, 0.10000000149011612]","[0.3773915767669678, 0.13537277281284332, 0.7856014966964722]",5978,688,0.11508865841418535
Strategic (f*_s),1.0,-2.0838241577148438,"[1.0, 1.0, 0.10000000149011612]","[0.17555920779705048, 0.13514591753482819, -0.1826540231704712]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.8944650888442993,"[1.0, 1.0, 0.10000000149011612]","[0.19599087536334991, 0.08448217809200287, 0.03799748048186302]",3,2,0.6666666666666666
Optimal Linear classifier (f*),1.0,-1.6671316623687744,"[1.0, 1.0, 0.10000000149011612]","[0.3773915767669678, 0.13537277281284332, 0.7856014966964722]",5978,688,0.11508865841418535
Strategic (f*_s),1.0,-2.0838241577148438,"[1.0, 1.0, 0.10000000149011612]","[0.17555920779705048, 0.13514591753482819, -0.1826540231704712]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.8944650888442993,"[1.0, 1.0, 0.10000000149011612]","[0.19599087536334991, 0.08448217809200287, 0.03799748048186302]",3,2,0.6666666666666666
Optimal Linear classifier (f*),1.0,1.1738121509552002,"[1.0, 1.0, 0.10000000149011612]","[0.07587719708681107, 0.02983934059739113, 0.14618852734565735]",0,0,0
Strategic (f*_s),1.0,1.002793788909912,"[1.0, 1.0, 0.10000000149011612]","[0.02130868472158909, 0.006073840893805027, 0.007916176691651344]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.003517508506775,"[1.0, 1.0, 0.10000000149011612]","[0.005311738234013319, 0.010399757884442806, -0.006328067276626825]",0,0,0
Optimal Linear classifier (f*),1.0,0.5926982760429382,"[1.0, 1.0, 0.10000000149011612]","[0.43970030546188354, 0.19779828190803528, 1.1786789894104004]",2063,524,0.2539990305380514
Strategic (f*_s),1.0,-1.2351887226104736,"[1.0, 1.0, 0.10000000149011612]","[0.727080762386322, 0.39273011684417725, 0.15821431577205658]",3434,161,0.04688410017472335
Strat-Imp-Aware (f*_imp),1.0,0.9981964826583862,"[1.0, 1.0, 0.10000000149011612]","[0.007740257307887077, 0.006397915072739124, -0.012409348972141743]",0,0,0
Optimal Linear classifier (f*),1.0,-1.6671316623687744,"[1.0, 1.0, 0.10000000149011612]","[0.3773915767669678, 0.13537277281284332, 0.7856014966964722]",5978,688,0.11508865841418535
Strategic (f*_s),1.0,-2.0838241577148438,"[1.0, 1.0, 0.10000000149011612]","[0.17555920779705048, 0.13514591753482819, -0.1826540231704712]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.8944650888442993,"[1.0, 1.0, 0.10000000149011612]","[0.19599087536334991, 0.08448217809200287, 0.03799748048186302]",3,2,0.6666666666666666
Optimal Linear classifier (f*),1.0,-1.6671316623687744,"[1.0, 1.0, 1.0]","[0.3773915767669678, 0.13537277281284332, 0.7856014966964722]",979,9,0.009193054136874362
Strategic (f*_s),1.0,-1.9693248271942139,"[1.0, 1.0, 1.0]","[0.21481257677078247, 0.17030107975006104, 0.21453531086444855]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.3320661783218384,"[1.0, 1.0, 1.0]","[0.31341907382011414, 0.13925129175186157, 0.7046276926994324]",364,117,0.32142857142857145
Optimal Linear classifier (f*),1.0,-1.887130856513977,"[1.0, 1.0, 1.0]","[0.09549213945865631, 0.036049630492925644, 0.3412487506866455]",0,0,0
Strategic (f*_s),1.0,-1.8744088411331177,"[1.0, 1.0, 1.0]","[0.19681556522846222, 0.16907057166099548, 0.14444169402122498]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.3549010753631592,"[1.0, 1.0, 1.0]","[0.3002412021160126, 0.14285871386528015, 0.7287208437919617]",363,117,0.32231404958677684
Optimal Linear classifier (f*),1.0,-1.2022333145141602,"[1.0, 1.0, 1.0]","[0.002212479477748275, -0.046710044145584106, 0.05366383492946625]",0,0,0
Strategic (f*_s),1.0,-1.6427037715911865,"[1.0, 1.0, 1.0]","[0.18480318784713745, -0.014791945926845074, 0.04955847188830376]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.2875808477401733,"[1.0, 1.0, 1.0]","[0.3404885232448578, 0.1908223032951355, 0.7229723930358887]",459,153,0.3333333333333333
Optimal Linear classifier (f*),2.0,-1.2022333145141602,"[1.0, 1.0, 1.0]","[0.002212479477748275, -0.046710044145584106, 0.05366383492946625]",0,0,0
Strategic (f*_s),2.0,-1.9509127140045166,"[1.0, 1.0, 1.0]","[-0.057989880442619324, 0.009714961051940918, 0.2517538070678711]",0,0,0
Strat-Imp-Aware (f*_imp),2.0,0.7941648364067078,"[1.0, 1.0, 1.0]","[0.13085822761058807, 0.09571150690317154, 0.2959563136100769]",147,41,0.2789115646258503
Optimal Linear classifier (f*),1.0,-0.48300305008888245,"[1.0, 1.0, 1.0]","[0.5036721229553223, 0.24720165133476257, 0.6699425578117371]",1587,52,0.03276622558286074
Strategic (f*_s),1.0,-1.0637086629867554,"[1.0, 1.0, 1.0]","[0.059840090572834015, 0.03557238727807999, 0.059915535151958466]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.1701875925064087,"[1.0, 1.0, 1.0]","[0.23522134125232697, 0.10893096774816513, 0.4832974672317505]",171,55,0.3216374269005848
Optimal Linear classifier (f*),1.0,-1.407684564590454,"[1.0, 1.0, 1.0]","[-0.04330604523420334, 0.008482549339532852, 0.21979135274887085]",0,0,0
Strategic (f*_s),1.0,-1.1328049898147583,"[1.0, 1.0, 1.0]","[0.0431751124560833, -0.003631697967648506, 0.007485093083232641]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.343360424041748,"[1.0, 1.0, 1.0]","[0.3028596043586731, 0.1511049121618271, 0.7216364145278931]",375,122,0.3253333333333333
Optimal Linear classifier (f*),1.0,-1.887130856513977,"[1.0, 1.0, 1.0]","[0.09549213945865631, 0.036049630492925644, 0.3412487506866455]",0,0,0
Strategic (f*_s),1.0,-1.8744088411331177,"[1.0, 1.0, 1.0]","[0.19681556522846222, 0.16907057166099548, 0.14444169402122498]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.3549010753631592,"[1.0, 1.0, 1.0]","[0.3002412021160126, 0.14285871386528015, 0.7287208437919617]",363,117,0.32231404958677684
Optimal Linear classifier (f*),1.0,-3.662353515625,"[1.0, 1.0, 1.0]","[0.28312948346138, 0.09097132086753845, 1.025940179824829]",50,0,0.0
Strategic (f*_s),1.0,-4.388472557067871,"[1.0, 1.0, 1.0]","[0.8857033848762512, 0.4643831253051758, 0.44445186853408813]",2,0,0.0
Strat-Imp-Aware (f*_imp),1.0,1.3560694456100464,"[1.0, 1.0, 1.0]","[0.30109450221061707, 0.14522743225097656, 0.7219910025596619]",360,114,0.31666666666666665
Optimal Linear classifier (f*),1.0,-1.040521502494812,"[1.0, 1.0, 1.0]","[0.04895899444818497, 0.02648111619055271, 0.06240411475300789]",0,0,0
Strategic (f*_s),1.0,-1.0164519548416138,"[1.0, 1.0, 1.0]","[0.016998862847685814, 0.0017454576445743442, 0.02968692034482956]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.3577234745025635,"[1.0, 1.0, 1.0]","[0.37695810198783875, 0.14123070240020752, 0.7481479048728943]",418,144,0.3444976076555024
Optimal Linear classifier (f*),1.0,-1.040521502494812,"[1.0, 1.0, 0.10000000149011612]","[0.04895899444818497, 0.02648111619055271, 0.06240411475300789]",0,0,0
Strategic (f*_s),1.0,-5.223781585693359,"[1.0, 1.0, 0.10000000149011612]","[0.5934844613075256, 0.16402386128902435, -0.6152823567390442]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.5726271271705627,"[1.0, 1.0, 0.10000000149011612]","[0.7203443050384521, 0.24614202976226807, 0.41249093413352966]",1672,481,0.2876794258373206
Optimal Linear classifier (f*),1.0,-1.0793757438659668,"[1.0, 1.0, 0.10000000149011612]","[0.10515846312046051, 0.06722169369459152, 0.07356610894203186]",93,0,0.0
Strategic (f*_s),1.0,-7.743211269378662,"[1.0, 1.0, 0.10000000149011612]","[0.29360949993133545, 0.08583933115005493, 0.6305581331253052]",164,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.4531727433204651,"[1.0, 1.0, 0.10000000149011612]","[0.6155223250389099, 0.4230000078678131, -0.11690961569547653]",1182,139,0.11759729272419628
Optimal Linear classifier (f*),1.0,-1.042170763015747,"[1.0, 1.0, 0.10000000149011612]","[0.007959292270243168, 0.024912238121032715, 0.15073399245738983]",6236,685,0.1098460551635664
Strategic (f*_s),1.0,-4.918313980102539,"[1.0, 1.0, 0.10000000149011612]","[0.6291472315788269, 1.5449663400650024, -0.3432077467441559]",75,2,0.02666666666666667
Strat-Imp-Aware (f*_imp),1.0,0.7736614942550659,"[1.0, 1.0, 0.10000000149011612]","[0.3291548490524292, 0.214363694190979, -0.50855952501297]",333,18,0.05405405405405406
Optimal Linear classifier (f*),1.0,-1.042170763015747,"[1.0, 1.0, 0.30000001192092896]","[0.007959292270243168, 0.024912238121032715, 0.15073399245738983]",0,0,0
Strategic (f*_s),1.0,-1.2474135160446167,"[1.0, 1.0, 0.30000001192092896]","[0.016217540949583054, 0.025719597935676575, 0.07667993754148483]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.5856160521507263,"[1.0, 1.0, 0.30000001192092896]","[0.13114920258522034, 0.05451156944036484, 0.2309284657239914]",213,59,0.27699530516431925
Optimal Linear classifier (f*),1.0,0.3296622633934021,"[1.0, 1.0, 0.30000001192092896]","[0.4885975122451782, 0.286796510219574, 1.201109766960144]",2486,581,0.2337087691069992
Strategic (f*_s),1.0,-3.4000625610351562,"[1.0, 1.0, 0.30000001192092896]","[0.48524177074432373, 0.25780245661735535, 1.266941785812378]",4351,128,0.029418524477131693
Strat-Imp-Aware (f*_imp),1.0,0.5953735113143921,"[1.0, 1.0, 0.30000001192092896]","[0.10979416966438293, 0.04393921047449112, 0.23978623747825623]",172,60,0.3488372093023256
Optimal Linear classifier (f*),1.0,-4.339948654174805,"[1.0, 1.0, 0.30000001192092896]","[0.3488330543041229, 0.11403696984052658, 1.2838387489318848]",3077,47,0.015274618134546636
Strategic (f*_s),1.0,-5.4450154304504395,"[1.0, 1.0, 0.30000001192092896]","[0.9215438961982727, -0.3194007873535156, -0.2234003096818924]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.567221999168396,"[1.0, 1.0, 0.30000001192092896]","[0.11131542176008224, 0.04953750967979431, 0.17752692103385925]",108,33,0.3055555555555556
Optimal Linear classifier (f*),1.0,-4.339948654174805,"[1.0, 1.0, 0.8999999761581421]","[0.3488330543041229, 0.11403696984052658, 1.2838387489318848]",99,0,0.0
Strategic (f*_s),1.0,-4.651895046234131,"[1.0, 1.0, 0.8999999761581421]","[0.5933006405830383, 0.3511478006839752, 0.8008424639701843]",3,0,0.0
Strat-Imp-Aware (f*_imp),1.0,1.1656484603881836,"[1.0, 1.0, 0.8999999761581421]","[0.30820608139038086, 0.09690510481595993, 0.5606649518013]",328,98,0.29878048780487804
Optimal Linear classifier (f*),1.0,-4.339948654174805,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3488330543041229, 0.11403696984052658, 1.2838387489318848]",2367,27,0.011406844106463879
Strategic (f*_s),1.0,-7.1950178146362305,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.5571067333221436, 0.10225073993206024, -0.08082816004753113]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.644556999206543,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11315351724624634, 0.06151622161269188, 0.22327519953250885]",115,35,0.30434782608695654
